timestamp_ms,x,y,z,w,p,r
2025-06-20 14:27:41.796,158.04,29.14,97.80,180.00,-53.06,158.04
2025-06-20 14:27:41.929,158.04,29.14,97.80,180.00,-53.06,158.04
2025-06-20 14:27:42.065,158.19,29.09,97.89,180.00,-53.02,158.19
2025-06-20 14:27:42.194,158.40,29.00,98.04,180.00,-52.97,158.40
2025-06-20 14:27:42.332,158.70,28.88,98.24,180.00,-52.89,158.70
2025-06-20 14:27:42.459,159.59,28.53,98.80,180.00,-52.66,159.59
2025-06-20 14:27:42.592,160.17,28.32,99.16,180.00,-52.52,160.17
2025-06-20 14:27:42.724,160.79,28.10,99.53,180.00,-52.38,160.80
2025-06-20 14:27:42.857,162.06,27.68,100.22,180.00,-52.11,162.06
2025-06-20 14:27:42.989,162.70,27.47,100.55,180.00,-51.98,162.71
2025-06-20 14:27:43.122,163.35,27.28,100.86,180.00,-51.86,163.35
2025-06-20 14:27:43.260,164.66,26.91,101.46,180.00,-51.63,164.66
2025-06-20 14:27:43.394,165.32,26.75,101.74,180.00,-51.52,165.32
2025-06-20 14:27:43.520,165.99,26.58,102.00,180.00,-51.42,165.99
2025-06-20 14:27:43.664,167.33,26.28,102.49,180.00,-51.23,167.33
2025-06-20 14:27:43.790,168.01,26.14,102.72,180.00,-51.14,168.01
2025-06-20 14:27:43.917,168.69,26.01,102.93,180.00,-51.06,168.70
2025-06-20 14:27:44.058,170.07,25.76,103.32,180.00,-50.91,170.07
2025-06-20 14:27:44.186,170.77,25.66,103.49,180.00,-50.85,170.77
2025-06-20 14:27:44.315,171.46,25.55,103.66,180.00,-50.79,171.46
2025-06-20 14:27:44.448,172.87,25.38,103.94,180.00,-50.68,172.87
2025-06-20 14:27:44.580,173.57,25.30,104.06,180.00,-50.64,173.57
2025-06-20 14:27:44.713,174.28,25.23,104.17,180.00,-50.59,174.28
2025-06-20 14:27:44.846,174.99,25.17,104.27,180.00,-50.56,174.99
2025-06-20 14:27:44.988,176.42,25.08,104.43,180.00,-50.50,176.42
2025-06-20 14:27:45.111,177.14,25.04,104.49,180.00,-50.47,177.14
2025-06-20 14:27:45.243,177.86,25.01,104.53,180.00,-50.46,177.86
2025-06-20 14:27:45.379,179.30,24.98,104.58,180.00,-50.44,179.30
2025-06-20 14:27:45.508,180.02,24.97,104.59,180.00,-50.44,180.02
2025-06-20 14:27:45.640,180.74,24.97,104.59,180.00,-50.44,180.74
2025-06-20 14:27:45.789,182.18,25.00,104.53,180.00,-50.46,182.18
2025-06-20 14:27:45.906,182.90,25.04,104.49,180.00,-50.48,182.90
2025-06-20 14:27:46.039,183.63,25.08,104.42,180.00,-50.51,183.62
2025-06-20 14:27:46.175,185.07,25.18,104.26,180.00,-50.56,185.07
2025-06-20 14:27:46.305,185.78,25.24,104.16,180.00,-50.60,185.78
2025-06-20 14:27:46.438,186.50,25.31,104.05,180.00,-50.64,186.50
2025-06-20 14:27:46.582,187.81,25.46,103.81,180.00,-50.73,187.81
2025-06-20 14:27:46.704,188.32,25.53,103.70,180.00,-50.77,188.32
2025-06-20 14:27:46.836,188.71,25.58,103.62,180.00,-50.80,188.71
2025-06-20 14:27:46.981,189.19,25.65,103.51,180.00,-50.85,189.18
2025-06-20 14:27:47.108,189.26,25.66,103.49,180.00,-50.86,189.26
2025-06-20 14:27:47.241,189.27,25.66,103.48,180.00,-50.86,189.27
2025-06-20 14:27:47.379,189.27,25.66,103.48,180.00,-50.86,189.27
2025-06-20 14:27:47.506,189.32,25.66,103.48,180.00,-50.86,189.32
2025-06-20 14:27:47.642,189.47,25.68,103.45,180.00,-50.86,189.48
2025-06-20 14:27:47.781,190.10,25.76,103.33,180.00,-50.91,190.11
