frame,timestamp
1,2025-06-19 15:11:27.065
2,2025-06-19 15:11:27.180
3,2025-06-19 15:11:27.304
4,2025-06-19 15:11:27.426
5,2025-06-19 15:11:27.532
6,2025-06-19 15:11:27.659
7,2025-06-19 15:11:27.778
8,2025-06-19 15:11:27.883
9,2025-06-19 15:11:27.987
10,2025-06-19 15:11:28.099
11,2025-06-19 15:11:28.205
12,2025-06-19 15:11:28.318
13,2025-06-19 15:11:28.409
14,2025-06-19 15:11:28.526
15,2025-06-19 15:11:28.653
16,2025-06-19 15:11:28.769
17,2025-06-19 15:11:28.877
18,2025-06-19 15:11:28.998
19,2025-06-19 15:11:29.090
20,2025-06-19 15:11:29.192
21,2025-06-19 15:11:29.304
22,2025-06-19 15:11:29.427
23,2025-06-19 15:11:29.534
24,2025-06-19 15:11:29.641
25,2025-06-19 15:11:29.761
26,2025-06-19 15:11:29.863
27,2025-06-19 15:11:29.978
28,2025-06-19 15:11:30.152
29,2025-06-19 15:11:30.274
30,2025-06-19 15:11:30.390
31,2025-06-19 15:11:30.489
32,2025-06-19 15:11:30.591
33,2025-06-19 15:11:30.711
34,2025-06-19 15:11:30.819
35,2025-06-19 15:11:30.932
36,2025-06-19 15:11:31.053
37,2025-06-19 15:11:31.157
38,2025-06-19 15:11:31.254
39,2025-06-19 15:11:31.358
40,2025-06-19 15:11:31.467
41,2025-06-19 15:11:31.575
42,2025-06-19 15:11:31.706
43,2025-06-19 15:11:31.826
44,2025-06-19 15:11:31.940
45,2025-06-19 15:11:32.041
46,2025-06-19 15:11:32.139
47,2025-06-19 15:11:32.247
48,2025-06-19 15:11:32.398
49,2025-06-19 15:11:32.494
50,2025-06-19 15:11:32.598
51,2025-06-19 15:11:32.758
52,2025-06-19 15:11:32.879
53,2025-06-19 15:11:32.999
54,2025-06-19 15:11:33.105
55,2025-06-19 15:11:33.213
56,2025-06-19 15:11:33.315
57,2025-06-19 15:11:33.441
58,2025-06-19 15:11:33.542
59,2025-06-19 15:11:33.636
60,2025-06-19 15:11:33.760
61,2025-06-19 15:11:33.873
62,2025-06-19 15:11:33.971
63,2025-06-19 15:11:34.076
64,2025-06-19 15:11:34.190
65,2025-06-19 15:11:34.305
66,2025-06-19 15:11:34.437
67,2025-06-19 15:11:34.537
68,2025-06-19 15:11:34.643
69,2025-06-19 15:11:34.749
70,2025-06-19 15:11:34.860
71,2025-06-19 15:11:34.965
72,2025-06-19 15:11:35.064
73,2025-06-19 15:11:35.169
74,2025-06-19 15:11:35.276
75,2025-06-19 15:11:35.389
76,2025-06-19 15:11:35.496
77,2025-06-19 15:11:35.603
78,2025-06-19 15:11:35.742
79,2025-06-19 15:11:35.842
80,2025-06-19 15:11:36.080
81,2025-06-19 15:11:36.179
82,2025-06-19 15:11:36.301
