timestamp_ms,x,y,z,w,p,r
2025-06-19 14:41:03.563,158.04,29.14,97.80,180.00,-53.06,158.04
2025-06-19 14:41:03.695,158.04,29.14,97.80,180.00,-53.06,158.04
2025-06-19 14:41:03.827,158.10,29.13,97.83,180.00,-53.04,158.10
2025-06-19 14:41:03.960,158.48,28.97,98.09,180.00,-52.94,158.49
2025-06-19 14:41:04.092,158.82,28.83,98.31,180.00,-52.86,158.82
2025-06-19 14:41:04.226,159.24,28.66,98.59,180.00,-52.75,159.24
2025-06-19 14:41:04.358,160.36,28.25,99.27,180.00,-52.47,160.36
2025-06-19 14:41:04.490,160.99,28.03,99.64,180.00,-52.33,160.99
2025-06-19 14:41:04.625,161.62,27.82,99.99,180.00,-52.20,161.62
2025-06-19 14:41:04.754,162.91,27.41,100.65,180.00,-51.94,162.91
2025-06-19 14:41:04.887,163.56,27.22,100.96,180.00,-51.82,163.55
2025-06-19 14:41:05.024,164.21,27.04,101.26,180.00,-51.70,164.21
2025-06-19 14:41:05.152,165.53,26.69,101.82,180.00,-51.49,165.53
2025-06-19 14:41:05.284,166.20,26.54,102.08,180.00,-51.39,166.20
2025-06-19 14:41:05.417,166.87,26.38,102.33,180.00,-51.29,166.87
2025-06-19 14:41:05.550,167.55,26.24,102.56,180.00,-51.20,167.55
2025-06-19 14:41:05.682,168.91,25.97,102.99,180.00,-51.04,168.91
2025-06-19 14:41:05.814,169.60,25.85,103.19,180.00,-50.96,169.60
2025-06-19 14:41:05.946,170.29,25.73,103.38,180.00,-50.89,170.29
2025-06-19 14:41:06.079,171.68,25.52,103.71,180.00,-50.77,171.68
2025-06-19 14:41:06.212,172.38,25.43,103.85,180.00,-50.72,172.38
2025-06-19 14:41:06.344,173.09,25.35,103.98,180.00,-50.67,173.09
2025-06-19 14:41:06.476,174.51,25.21,104.21,180.00,-50.58,174.50
2025-06-19 14:41:06.611,175.22,25.15,104.30,180.00,-50.55,175.21
2025-06-19 14:41:06.741,175.93,25.10,104.38,180.00,-50.52,175.93
2025-06-19 14:41:06.874,177.36,25.03,104.50,180.00,-50.47,177.36
2025-06-19 14:41:07.006,178.08,25.00,104.54,180.00,-50.45,178.08
2025-06-19 14:41:07.138,178.80,24.98,104.57,180.00,-50.44,178.80
2025-06-19 14:41:07.271,180.24,24.97,104.59,180.00,-50.44,180.24
2025-06-19 14:41:07.426,180.96,24.97,104.59,180.00,-50.44,180.96
2025-06-19 14:41:07.543,181.69,24.98,104.56,180.00,-50.45,181.68
2025-06-19 14:41:07.677,183.13,25.05,104.47,180.00,-50.49,183.13
2025-06-19 14:41:07.801,183.85,25.09,104.40,180.00,-50.51,183.85
2025-06-19 14:41:07.934,184.57,25.14,104.32,180.00,-50.54,184.57
2025-06-19 14:41:08.066,186.01,25.26,104.12,180.00,-50.61,186.01
2025-06-19 14:41:08.199,186.72,25.34,104.01,180.00,-50.66,186.72
2025-06-19 14:41:08.331,187.40,25.41,103.89,180.00,-50.70,187.40
2025-06-19 14:41:08.464,188.45,25.55,103.68,180.00,-50.78,188.45
