timestamp_ms,x,y,z,w,p,r
2025-06-20 14:29:47.770,158.04,29.14,97.80,180.00,-53.06,158.04
2025-06-20 14:29:47.903,158.04,29.14,97.80,180.00,-53.06,158.04
2025-06-20 14:29:48.039,158.09,29.13,97.82,180.00,-53.05,158.09
2025-06-20 14:29:48.168,158.46,28.98,98.08,180.00,-52.95,158.46
2025-06-20 14:29:48.300,158.79,28.84,98.29,180.00,-52.86,158.79
2025-06-20 14:29:48.432,159.20,28.68,98.56,180.00,-52.76,159.20
2025-06-20 14:29:48.565,160.32,28.27,99.24,180.00,-52.49,160.31
2025-06-20 14:29:48.698,160.94,28.05,99.61,180.00,-52.34,160.94
2025-06-20 14:29:48.830,161.57,27.84,99.96,180.00,-52.21,161.57
2025-06-20 14:29:48.964,162.86,27.43,100.62,180.00,-51.95,162.85
2025-06-20 14:29:49.095,163.50,27.24,100.93,180.00,-51.83,163.50
2025-06-20 14:29:49.228,164.16,27.05,101.24,180.00,-51.71,164.16
2025-06-20 14:29:49.360,165.48,26.71,101.80,180.00,-51.50,165.48
2025-06-20 14:29:49.492,166.14,26.55,102.06,180.00,-51.40,166.14
2025-06-20 14:29:49.651,166.82,26.39,102.31,180.00,-51.30,166.82
2025-06-20 14:29:49.759,168.17,26.11,102.77,180.00,-51.12,168.17
2025-06-20 14:29:49.890,168.86,25.98,102.98,180.00,-51.04,168.86
2025-06-20 14:29:50.032,169.54,25.86,103.18,180.00,-50.97,169.54
2025-06-20 14:29:50.154,170.93,25.63,103.53,180.00,-50.83,170.93
2025-06-20 14:29:50.287,171.63,25.53,103.69,180.00,-50.78,171.63
2025-06-20 14:29:50.427,172.33,25.44,103.84,180.00,-50.72,172.33
2025-06-20 14:29:50.552,173.74,25.28,104.09,180.00,-50.63,173.74
2025-06-20 14:29:50.685,174.45,25.22,104.20,180.00,-50.58,174.45
2025-06-20 14:29:50.818,175.16,25.16,104.29,180.00,-50.55,175.16
2025-06-20 14:29:50.952,175.87,25.11,104.37,180.00,-50.52,175.87
2025-06-20 14:29:51.084,177.31,25.03,104.50,180.00,-50.47,177.31
2025-06-20 14:29:51.214,178.03,25.00,104.54,180.00,-50.45,178.02
2025-06-20 14:29:51.354,178.74,24.99,104.57,180.00,-50.44,178.74
2025-06-20 14:29:51.480,180.19,24.97,104.59,180.00,-50.44,180.19
2025-06-20 14:29:51.612,180.91,24.97,104.59,180.00,-50.44,180.91
2025-06-20 14:29:51.750,181.63,24.98,104.56,180.00,-50.45,181.63
2025-06-20 14:29:51.877,183.07,25.04,104.47,180.00,-50.49,183.07
2025-06-20 14:29:52.010,183.80,25.09,104.41,180.00,-50.51,183.79
2025-06-20 14:29:52.142,184.51,25.14,104.33,180.00,-50.54,184.51
2025-06-20 14:29:52.274,185.95,25.26,104.13,180.00,-50.61,185.95
2025-06-20 14:29:52.407,186.67,25.33,104.02,180.00,-50.65,186.67
2025-06-20 14:29:52.551,187.35,25.41,103.90,180.00,-50.70,187.35
2025-06-20 14:29:52.673,188.42,25.54,103.68,180.00,-50.78,188.42
2025-06-20 14:29:52.811,188.79,25.59,103.60,180.00,-50.81,188.79
2025-06-20 14:29:52.937,189.06,25.63,103.54,180.00,-50.83,189.05
2025-06-20 14:29:53.069,189.27,25.66,103.49,180.00,-50.86,189.27
2025-06-20 14:29:53.208,189.27,25.66,103.48,180.00,-50.86,189.27
2025-06-20 14:29:53.335,189.27,25.66,103.48,180.00,-50.86,189.27
2025-06-20 14:29:53.466,189.36,25.67,103.47,180.00,-50.86,189.36
2025-06-20 14:29:53.607,189.55,25.69,103.44,180.00,-50.87,189.55
2025-06-20 14:29:53.736,189.84,25.73,103.39,180.00,-50.89,189.84
2025-06-20 14:29:53.864,190.75,25.85,103.21,180.00,-50.94,190.75
2025-06-20 14:29:53.996,191.36,25.94,103.08,180.00,-50.99,191.36
2025-06-20 14:29:54.135,192.05,26.04,102.92,180.00,-51.04,192.05
2025-06-20 14:29:54.261,193.46,26.29,102.55,180.00,-51.16,193.46
2025-06-20 14:29:54.402,194.15,26.42,102.34,180.00,-51.24,194.15
2025-06-20 14:29:54.532,194.85,26.56,102.13,180.00,-51.31,194.85
2025-06-20 14:29:54.660,196.13,26.84,101.69,180.00,-51.46,196.13
2025-06-20 14:29:54.792,196.63,26.96,101.51,180.00,-51.53,196.63
2025-06-20 14:29:54.931,197.02,27.06,101.36,180.00,-51.58,197.02
2025-06-20 14:29:55.057,197.51,27.18,101.17,180.00,-51.65,197.51
2025-06-20 14:29:55.189,197.59,27.20,101.14,180.00,-51.67,197.59
2025-06-20 14:29:55.331,197.61,27.21,101.13,180.00,-51.67,197.61
2025-06-20 14:29:55.455,197.61,27.21,101.13,180.00,-51.66,197.61
2025-06-20 14:29:55.588,197.61,27.26,101.15,180.00,-51.58,197.61
2025-06-20 14:29:55.733,197.61,27.39,101.22,180.00,-51.38,197.61
2025-06-20 14:29:55.852,197.60,27.88,101.49,180.00,-50.62,197.60
2025-06-20 14:29:55.988,197.60,28.25,101.68,180.00,-50.06,197.60
2025-06-20 14:29:56.118,197.60,28.71,101.90,180.00,-49.39,197.60
2025-06-20 14:29:56.250,197.60,29.24,102.14,180.00,-48.62,197.60
2025-06-20 14:29:56.383,197.60,30.37,102.59,180.00,-47.04,197.60
2025-06-20 14:29:56.534,197.60,30.95,102.80,180.00,-46.25,197.60
2025-06-20 14:29:56.649,197.60,31.53,102.99,180.00,-45.47,197.60
2025-06-20 14:29:56.780,197.60,32.72,103.34,180.00,-43.93,197.60
2025-06-20 14:29:56.931,197.60,33.33,103.50,180.00,-43.16,197.60
2025-06-20 14:29:57.047,197.60,33.95,103.64,180.00,-42.40,197.60
2025-06-20 14:29:57.178,197.60,35.21,103.89,180.00,-40.90,197.60
2025-06-20 14:29:57.332,197.60,35.85,103.99,180.00,-40.15,197.60
2025-06-20 14:29:57.446,197.60,36.50,104.08,180.00,-39.41,197.60
2025-06-20 14:29:57.577,197.60,37.81,104.23,180.00,-37.96,197.60
2025-06-20 14:29:57.710,197.60,38.49,104.28,180.00,-37.24,197.60
2025-06-20 14:29:57.846,197.60,39.16,104.32,180.00,-36.52,197.60
2025-06-20 14:29:57.974,197.60,40.53,104.36,180.00,-35.11,197.60
2025-06-20 14:29:58.111,197.60,41.23,104.36,180.00,-34.42,197.60
2025-06-20 14:29:58.241,197.60,41.93,104.35,180.00,-33.74,197.60
2025-06-20 14:29:58.371,197.60,43.34,104.28,180.00,-32.39,197.60
2025-06-20 14:29:58.504,197.60,44.06,104.23,180.00,-31.72,197.60
2025-06-20 14:29:58.639,197.60,44.78,104.16,180.00,-31.07,197.60
2025-06-20 14:29:58.769,197.60,46.23,103.99,180.00,-29.79,197.60
2025-06-20 14:29:58.907,197.60,46.89,103.89,180.00,-29.23,197.60
2025-06-20 14:29:59.038,197.60,47.44,103.80,180.00,-28.76,197.60
2025-06-20 14:29:59.167,197.60,48.23,103.67,180.00,-28.11,197.60
2025-06-20 14:29:59.300,197.60,48.45,103.63,180.00,-27.92,197.60
2025-06-20 14:29:59.445,197.60,48.57,103.60,180.00,-27.83,197.60
2025-06-20 14:29:59.564,197.60,48.59,103.59,180.00,-27.81,197.60
2025-06-20 14:29:59.697,197.60,48.59,103.59,180.00,-27.81,197.60
2025-06-20 14:29:59.834,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:29:59.974,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:00.095,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:00.244,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:00.360,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:00.493,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:00.637,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:00.770,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:00.899,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:01.033,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:01.165,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:01.304,197.60,48.59,103.60,180.00,-27.81,197.60
2025-06-20 14:30:01.429,197.60,48.59,103.60,180.00,-27.81,197.60
