frame,timestamp
1,2025-06-19 15:03:21.224
2,2025-06-19 15:03:21.309
3,2025-06-19 15:03:21.416
4,2025-06-19 15:03:21.511
5,2025-06-19 15:03:21.620
6,2025-06-19 15:03:21.712
7,2025-06-19 15:03:21.821
8,2025-06-19 15:03:21.929
9,2025-06-19 15:03:22.015
10,2025-06-19 15:03:22.132
11,2025-06-19 15:03:22.210
12,2025-06-19 15:03:22.304
13,2025-06-19 15:03:22.408
14,2025-06-19 15:03:22.509
15,2025-06-19 15:03:22.615
16,2025-06-19 15:03:22.720
17,2025-06-19 15:03:22.820
18,2025-06-19 15:03:22.919
19,2025-06-19 15:03:23.018
20,2025-06-19 15:03:23.126
21,2025-06-19 15:03:23.223
22,2025-06-19 15:03:23.310
23,2025-06-19 15:03:23.412
24,2025-06-19 15:03:23.509
25,2025-06-19 15:03:23.613
26,2025-06-19 15:03:23.717
27,2025-06-19 15:03:23.813
28,2025-06-19 15:03:23.932
29,2025-06-19 15:03:24.055
30,2025-06-19 15:03:24.120
31,2025-06-19 15:03:24.225
32,2025-06-19 15:03:24.309
33,2025-06-19 15:03:24.409
34,2025-06-19 15:03:24.516
35,2025-06-19 15:03:24.607
36,2025-06-19 15:03:24.716
37,2025-06-19 15:03:24.811
38,2025-06-19 15:03:24.910
39,2025-06-19 15:03:25.011
40,2025-06-19 15:03:25.122
41,2025-06-19 15:03:25.221
42,2025-06-19 15:03:25.323
43,2025-06-19 15:03:25.422
44,2025-06-19 15:03:25.524
45,2025-06-19 15:03:25.616
46,2025-06-19 15:03:25.715
47,2025-06-19 15:03:25.815
48,2025-06-19 15:03:25.920
49,2025-06-19 15:03:26.018
50,2025-06-19 15:03:26.114
51,2025-06-19 15:03:26.215
52,2025-06-19 15:03:26.315
53,2025-06-19 15:03:26.431
54,2025-06-19 15:03:26.528
55,2025-06-19 15:03:26.616
56,2025-06-19 15:03:26.711
57,2025-06-19 15:03:26.812
58,2025-06-19 15:03:26.917
59,2025-06-19 15:03:27.033
60,2025-06-19 15:03:27.116
61,2025-06-19 15:03:27.220
62,2025-06-19 15:03:27.330
63,2025-06-19 15:03:27.428
64,2025-06-19 15:03:27.518
65,2025-06-19 15:03:27.613
66,2025-06-19 15:03:27.772
67,2025-06-19 15:03:27.868
68,2025-06-19 15:03:27.923
69,2025-06-19 15:03:28.015
70,2025-06-19 15:03:28.117
71,2025-06-19 15:03:28.216
72,2025-06-19 15:03:28.316
73,2025-06-19 15:03:28.424
74,2025-06-19 15:03:28.655
