frame,timestamp
1,2025-06-20 13:54:42.909
2,2025-06-20 13:54:43.007
3,2025-06-20 13:54:43.103
4,2025-06-20 13:54:43.207
5,2025-06-20 13:54:43.306
6,2025-06-20 13:54:43.413
7,2025-06-20 13:54:43.521
8,2025-06-20 13:54:43.608
9,2025-06-20 13:54:43.702
10,2025-06-20 13:54:43.800
11,2025-06-20 13:54:43.900
12,2025-06-20 13:54:44.000
13,2025-06-20 13:54:44.110
14,2025-06-20 13:54:44.206
15,2025-06-20 13:54:44.304
16,2025-06-20 13:54:44.415
17,2025-06-20 13:54:44.503
18,2025-06-20 13:54:44.605
19,2025-06-20 13:54:44.705
20,2025-06-20 13:54:44.802
21,2025-06-20 13:54:44.901
22,2025-06-20 13:54:45.004
23,2025-06-20 13:54:45.114
24,2025-06-20 13:54:45.212
25,2025-06-20 13:54:45.314
26,2025-06-20 13:54:45.407
27,2025-06-20 13:54:45.502
28,2025-06-20 13:54:45.601
29,2025-06-20 13:54:45.702
30,2025-06-20 13:54:45.802
31,2025-06-20 13:54:45.902
32,2025-06-20 13:54:46.001
33,2025-06-20 13:54:46.107
34,2025-06-20 13:54:46.205
35,2025-06-20 13:54:46.315
36,2025-06-20 13:54:46.402
37,2025-06-20 13:54:46.502
38,2025-06-20 13:54:46.601
39,2025-06-20 13:54:46.739
40,2025-06-20 13:54:46.819
41,2025-06-20 13:54:46.904
42,2025-06-20 13:54:47.006
43,2025-06-20 13:54:47.102
44,2025-06-20 13:54:47.204
45,2025-06-20 13:54:47.313
46,2025-06-20 13:54:47.399
47,2025-06-20 13:54:47.507
48,2025-06-20 13:54:47.610
49,2025-06-20 13:54:47.703
50,2025-06-20 13:54:47.804
51,2025-06-20 13:54:47.904
52,2025-06-20 13:54:48.012
53,2025-06-20 13:54:48.108
54,2025-06-20 13:54:48.215
55,2025-06-20 13:54:48.303
56,2025-06-20 13:54:48.398
57,2025-06-20 13:54:48.502
58,2025-06-20 13:54:48.601
59,2025-06-20 13:54:48.706
60,2025-06-20 13:54:48.806
61,2025-06-20 13:54:48.906
62,2025-06-20 13:54:49.004
63,2025-06-20 13:54:49.108
