timestamp_ms,x,y,z,w,p,r
2025-06-20 13:40:20.350,158.04,29.14,97.80,180.00,-53.06,158.04
2025-06-20 13:40:20.483,158.05,29.14,97.80,180.00,-53.06,158.05
2025-06-20 13:40:20.615,158.12,29.12,97.85,180.00,-53.04,158.12
2025-06-20 13:40:20.747,158.29,29.05,97.96,180.00,-53.00,158.29
2025-06-20 13:40:20.879,158.90,28.80,98.37,180.00,-52.83,158.90
2025-06-20 13:40:21.012,159.34,28.63,98.65,180.00,-52.72,159.34
2025-06-20 13:40:21.144,159.88,28.42,98.99,180.00,-52.59,159.88
2025-06-20 13:40:21.277,161.12,27.99,99.71,180.00,-52.30,161.12
2025-06-20 13:40:21.419,161.76,27.77,100.06,180.00,-52.17,161.76
2025-06-20 13:40:21.541,162.39,27.57,100.39,180.00,-52.04,162.40
2025-06-20 13:40:21.674,163.68,27.18,101.02,180.00,-51.79,163.69
2025-06-20 13:40:21.812,164.34,27.00,101.32,180.00,-51.68,164.34
2025-06-20 13:40:21.939,165.00,26.83,101.60,180.00,-51.57,165.00
2025-06-20 13:40:22.071,166.33,26.50,102.13,180.00,-51.37,166.33
2025-06-20 13:40:22.220,167.00,26.35,102.37,180.00,-51.27,167.00
2025-06-20 13:40:22.338,167.68,26.21,102.61,180.00,-51.19,167.68
2025-06-20 13:40:22.470,169.05,25.94,103.04,180.00,-51.02,169.05
2025-06-20 13:40:22.614,169.73,25.82,103.23,180.00,-50.95,169.74
2025-06-20 13:40:22.734,170.43,25.71,103.41,180.00,-50.88,170.43
2025-06-20 13:40:22.866,171.82,25.51,103.73,180.00,-50.76,171.82
2025-06-20 13:40:23.016,172.52,25.42,103.88,180.00,-50.71,172.53
2025-06-20 13:40:23.131,173.23,25.34,104.01,180.00,-50.66,173.23
2025-06-20 13:40:23.264,174.65,25.20,104.23,180.00,-50.57,174.65
2025-06-20 13:40:23.415,175.36,25.14,104.32,180.00,-50.54,175.36
2025-06-20 13:40:23.529,176.07,25.10,104.39,180.00,-50.51,176.07
2025-06-20 13:40:23.661,177.50,25.02,104.51,180.00,-50.46,177.51
2025-06-20 13:40:23.794,178.22,25.00,104.55,180.00,-50.45,178.23
2025-06-20 13:40:23.927,178.94,24.98,104.57,180.00,-50.44,178.95
2025-06-20 13:40:24.065,180.38,24.97,104.59,180.00,-50.44,180.39
2025-06-20 13:40:24.191,181.11,24.97,104.58,180.00,-50.44,181.11
2025-06-20 13:40:24.332,181.83,24.99,104.55,180.00,-50.45,181.83
2025-06-20 13:40:24.456,182.55,25.02,104.51,180.00,-50.47,182.55
2025-06-20 13:40:24.610,183.99,25.10,104.39,180.00,-50.52,183.99
2025-06-20 13:40:24.723,184.71,25.15,104.30,180.00,-50.55,184.72
