timestamp_ms,x,y,z,w,p,r
2025-06-20 14:43:08.490,158.04,29.14,97.80,180.00,-53.06,158.04
2025-06-20 14:43:08.622,158.04,29.14,97.80,180.00,-53.06,158.04
2025-06-20 14:43:08.755,158.09,29.13,97.83,180.00,-53.05,158.10
2025-06-20 14:43:08.887,158.48,28.97,98.09,180.00,-52.95,158.48
2025-06-20 14:43:09.025,158.81,28.84,98.31,180.00,-52.86,158.81
2025-06-20 14:43:09.152,159.23,28.67,98.58,180.00,-52.75,159.23
2025-06-20 14:43:09.284,160.35,28.25,99.27,180.00,-52.48,160.35
2025-06-20 14:43:09.416,160.98,28.04,99.63,180.00,-52.33,160.98
2025-06-20 14:43:09.552,161.61,27.82,99.98,180.00,-52.20,161.61
2025-06-20 14:43:09.683,162.89,27.42,100.64,180.00,-51.94,162.89
2025-06-20 14:43:09.815,163.54,27.22,100.95,180.00,-51.82,163.54
2025-06-20 14:43:09.946,164.20,27.04,101.25,180.00,-51.70,164.20
2025-06-20 14:43:10.079,165.52,26.70,101.81,180.00,-51.49,165.52
2025-06-20 14:43:10.211,166.18,26.54,102.07,180.00,-51.39,166.18
2025-06-20 14:43:10.363,166.86,26.39,102.32,180.00,-51.29,166.86
2025-06-20 14:43:10.488,168.21,26.10,102.78,180.00,-51.12,168.21
2025-06-20 14:43:10.609,168.90,25.97,102.99,180.00,-51.04,168.90
2025-06-20 14:43:10.760,169.58,25.85,103.19,180.00,-50.97,169.59
2025-06-20 14:43:10.874,170.28,25.73,103.37,180.00,-50.89,170.28
2025-06-20 14:43:11.007,171.67,25.53,103.70,180.00,-50.77,171.67
2025-06-20 14:43:11.138,172.37,25.44,103.85,180.00,-50.72,172.37
2025-06-20 14:43:11.281,173.08,25.35,103.98,180.00,-50.67,173.08
2025-06-20 14:43:11.404,174.49,25.21,104.20,180.00,-50.58,174.49
2025-06-20 14:43:11.537,175.20,25.16,104.30,180.00,-50.55,175.20
2025-06-20 14:43:11.670,175.92,25.10,104.38,180.00,-50.52,175.92
2025-06-20 14:43:11.801,177.35,25.03,104.50,180.00,-50.47,177.35
2025-06-20 14:43:11.934,178.07,25.00,104.54,180.00,-50.45,178.07
2025-06-20 14:43:12.076,178.78,24.98,104.57,180.00,-50.44,178.79
2025-06-20 14:43:12.199,180.23,24.97,104.59,180.00,-50.44,180.23
2025-06-20 14:43:12.332,180.95,24.97,104.59,180.00,-50.44,180.95
2025-06-20 14:43:12.466,181.67,24.98,104.56,180.00,-50.45,181.67
2025-06-20 14:43:12.596,183.11,25.05,104.47,180.00,-50.49,183.12
2025-06-20 14:43:12.729,183.84,25.09,104.40,180.00,-50.51,183.84
2025-06-20 14:43:12.873,184.56,25.14,104.32,180.00,-50.54,184.56
2025-06-20 14:43:12.994,185.99,25.26,104.13,180.00,-50.61,186.00
2025-06-20 14:43:13.127,186.71,25.33,104.01,180.00,-50.65,186.71
2025-06-20 14:43:13.265,187.39,25.41,103.89,180.00,-50.70,187.39
2025-06-20 14:43:13.396,188.44,25.54,103.68,180.00,-50.78,188.44
2025-06-20 14:43:13.524,188.81,25.60,103.60,180.00,-50.81,188.81
2025-06-20 14:43:13.663,189.07,25.63,103.53,180.00,-50.84,189.07
2025-06-20 14:43:13.790,189.27,25.66,103.48,180.00,-50.86,189.27
2025-06-20 14:43:13.922,189.27,25.66,103.48,180.00,-50.86,189.27
2025-06-20 14:43:14.067,189.27,25.66,103.48,180.00,-50.86,189.27
2025-06-20 14:43:14.191,189.37,25.67,103.47,180.00,-50.86,189.37
2025-06-20 14:43:14.320,189.56,25.69,103.43,180.00,-50.87,189.56
2025-06-20 14:43:14.458,189.86,25.73,103.38,180.00,-50.89,189.86
2025-06-20 14:43:14.585,190.78,25.84,103.20,180.00,-50.96,190.78
2025-06-20 14:43:14.730,191.40,25.93,103.06,180.00,-51.02,191.40
2025-06-20 14:43:14.850,192.09,26.03,102.90,180.00,-51.08,192.09
2025-06-20 14:43:14.983,193.49,26.26,102.52,180.00,-51.22,193.49
2025-06-20 14:43:15.115,194.19,26.39,102.31,180.00,-51.30,194.19
2025-06-20 14:43:15.248,194.88,26.52,102.09,180.00,-51.38,194.88
2025-06-20 14:43:15.392,196.16,26.80,101.65,180.00,-51.55,196.16
2025-06-20 14:43:15.512,196.65,26.91,101.47,180.00,-51.62,196.65
2025-06-20 14:43:15.645,197.04,27.00,101.32,180.00,-51.68,197.04
2025-06-20 14:43:15.778,197.51,27.12,101.14,180.00,-51.75,197.51
2025-06-20 14:43:15.910,197.59,27.14,101.10,180.00,-51.77,197.59
2025-06-20 14:43:16.053,197.61,27.14,101.09,180.00,-51.77,197.61
2025-06-20 14:43:16.178,197.61,27.14,101.09,180.00,-51.77,197.61
2025-06-20 14:43:16.307,197.61,27.20,101.12,180.00,-51.68,197.61
2025-06-20 14:43:16.439,197.61,27.33,101.19,180.00,-51.47,197.61
2025-06-20 14:43:16.576,197.61,27.54,101.31,180.00,-51.14,197.61
2025-06-20 14:43:16.707,197.60,28.21,101.66,180.00,-50.13,197.60
2025-06-20 14:43:16.836,197.60,28.67,101.88,180.00,-49.45,197.60
2025-06-20 14:43:16.983,197.60,29.20,102.12,180.00,-48.68,197.60
2025-06-20 14:43:17.102,197.60,30.32,102.57,180.00,-47.10,197.60
2025-06-20 14:43:17.234,197.60,30.90,102.78,180.00,-46.31,197.60
2025-06-20 14:43:17.368,197.60,31.49,102.98,180.00,-45.53,197.60
2025-06-20 14:43:17.500,197.60,32.68,103.33,180.00,-43.99,197.60
2025-06-20 14:43:17.632,197.60,33.29,103.49,180.00,-43.22,197.60
2025-06-20 14:43:17.776,197.60,33.90,103.63,180.00,-42.46,197.60
2025-06-20 14:43:17.898,197.60,35.16,103.88,180.00,-40.95,197.60
2025-06-20 14:43:18.030,197.60,35.80,103.99,180.00,-40.21,197.60
2025-06-20 14:43:18.163,197.60,36.45,104.08,180.00,-39.47,197.60
2025-06-20 14:43:18.294,197.60,37.77,104.22,180.00,-38.01,197.60
2025-06-20 14:43:18.436,197.60,38.44,104.27,180.00,-37.29,197.60
2025-06-20 14:43:18.568,197.60,39.11,104.31,180.00,-36.57,197.60
2025-06-20 14:43:18.691,197.60,40.48,104.36,180.00,-35.16,197.60
2025-06-20 14:43:18.824,197.60,41.18,104.36,180.00,-34.47,197.60
2025-06-20 14:43:18.969,197.60,41.88,104.35,180.00,-33.78,197.60
2025-06-20 14:43:19.090,197.60,43.29,104.29,180.00,-32.43,197.60
