frame,timestamp
1,2025-06-18 15:13:55.899
2,2025-06-18 15:13:55.934
3,2025-06-18 15:13:55.973
4,2025-06-18 15:13:56.032
5,2025-06-18 15:13:56.159
6,2025-06-18 15:13:56.259
7,2025-06-18 15:13:56.377
8,2025-06-18 15:13:56.488
9,2025-06-18 15:13:56.607
10,2025-06-18 15:13:56.707
11,2025-06-18 15:13:56.808
12,2025-06-18 15:13:56.917
13,2025-06-18 15:13:57.050
14,2025-06-18 15:13:57.158
15,2025-06-18 15:13:57.262
16,2025-06-18 15:13:57.374
17,2025-06-18 15:13:57.480
18,2025-06-18 15:13:57.629
19,2025-06-18 15:13:57.735
20,2025-06-18 15:13:57.837
21,2025-06-18 15:13:57.951
22,2025-06-18 15:13:58.063
23,2025-06-18 15:13:58.215
24,2025-06-18 15:13:58.313
25,2025-06-18 15:13:58.419
26,2025-06-18 15:13:58.581
27,2025-06-18 15:13:58.714
28,2025-06-18 15:13:58.821
29,2025-06-18 15:13:58.929
30,2025-06-18 15:13:59.059
31,2025-06-18 15:13:59.157
32,2025-06-18 15:13:59.265
33,2025-06-18 15:13:59.384
34,2025-06-18 15:13:59.572
35,2025-06-18 15:13:59.688
36,2025-06-18 15:13:59.809
37,2025-06-18 15:13:59.915
38,2025-06-18 15:14:00.032
39,2025-06-18 15:14:00.138
40,2025-06-18 15:14:00.254
41,2025-06-18 15:14:00.364
42,2025-06-18 15:14:00.474
43,2025-06-18 15:14:00.620
44,2025-06-18 15:14:00.722
45,2025-06-18 15:14:00.870
46,2025-06-18 15:14:00.994
47,2025-06-18 15:14:01.128
48,2025-06-18 15:14:01.229
49,2025-06-18 15:14:01.346
50,2025-06-18 15:14:01.455
51,2025-06-18 15:14:01.591
52,2025-06-18 15:14:01.708
53,2025-06-18 15:14:01.830
54,2025-06-18 15:14:01.945
55,2025-06-18 15:14:02.111
56,2025-06-18 15:14:02.232
57,2025-06-18 15:14:02.356
58,2025-06-18 15:14:02.463
59,2025-06-18 15:14:02.571
60,2025-06-18 15:14:02.695
61,2025-06-18 15:14:02.822
62,2025-06-18 15:14:02.930
63,2025-06-18 15:14:03.027
64,2025-06-18 15:14:03.129
65,2025-06-18 15:14:03.258
66,2025-06-18 15:14:03.356
67,2025-06-18 15:14:03.467
68,2025-06-18 15:14:03.597
69,2025-06-18 15:14:03.721
70,2025-06-18 15:14:03.825
71,2025-06-18 15:14:03.930
72,2025-06-18 15:14:04.026
73,2025-06-18 15:14:04.135
74,2025-06-18 15:14:04.254
75,2025-06-18 15:14:04.361
76,2025-06-18 15:14:04.462
77,2025-06-18 15:14:04.570
78,2025-06-18 15:14:04.691
79,2025-06-18 15:14:04.810
80,2025-06-18 15:14:04.914
81,2025-06-18 15:14:05.014
82,2025-06-18 15:14:05.112
83,2025-06-18 15:14:05.220
84,2025-06-18 15:14:05.320
85,2025-06-18 15:14:05.435
86,2025-06-18 15:14:05.533
87,2025-06-18 15:14:05.694
88,2025-06-18 15:14:05.804
89,2025-06-18 15:14:05.912
90,2025-06-18 15:14:06.022
91,2025-06-18 15:14:06.195
92,2025-06-18 15:14:06.298
93,2025-06-18 15:14:06.428
94,2025-06-18 15:14:06.530
95,2025-06-18 15:14:06.673
96,2025-06-18 15:14:06.799
97,2025-06-18 15:14:06.898
98,2025-06-18 15:14:06.998
99,2025-06-18 15:14:07.104
100,2025-06-18 15:14:07.206
101,2025-06-18 15:14:07.310
102,2025-06-18 15:14:07.414
103,2025-06-18 15:14:07.516
104,2025-06-18 15:14:07.659
105,2025-06-18 15:14:07.772
106,2025-06-18 15:14:07.905
107,2025-06-18 15:14:08.005
108,2025-06-18 15:14:08.109
109,2025-06-18 15:14:08.238
110,2025-06-18 15:14:08.398
111,2025-06-18 15:14:08.524
112,2025-06-18 15:14:08.969
113,2025-06-18 15:14:09.010
114,2025-06-18 15:14:09.092
115,2025-06-18 15:14:09.514
116,2025-06-18 15:14:09.559
117,2025-06-18 15:14:09.669
118,2025-06-18 15:14:10.313
119,2025-06-18 15:14:10.559
120,2025-06-18 15:14:10.987
121,2025-06-18 15:14:11.234
122,2025-06-18 15:14:11.564
123,2025-06-18 15:14:11.605
124,2025-06-18 15:14:11.706
125,2025-06-18 15:14:11.827
126,2025-06-18 15:14:11.926
127,2025-06-18 15:14:12.039
128,2025-06-18 15:14:12.152
129,2025-06-18 15:14:12.309
130,2025-06-18 15:14:12.667
131,2025-06-18 15:14:12.881
132,2025-06-18 15:14:13.473
133,2025-06-18 15:14:13.508
134,2025-06-18 15:14:13.605
135,2025-06-18 15:14:13.925
136,2025-06-18 15:14:13.973
137,2025-06-18 15:14:14.055
138,2025-06-18 15:14:14.164
139,2025-06-18 15:14:14.291
140,2025-06-18 15:14:14.383
141,2025-06-18 15:14:14.493
142,2025-06-18 15:14:14.618
143,2025-06-18 15:14:14.745
144,2025-06-18 15:14:14.881
145,2025-06-18 15:14:14.979
146,2025-06-18 15:14:15.088
147,2025-06-18 15:14:15.190
148,2025-06-18 15:14:15.286
149,2025-06-18 15:14:15.397
150,2025-06-18 15:14:15.512
151,2025-06-18 15:14:15.829
152,2025-06-18 15:14:15.884
153,2025-06-18 15:14:15.989
154,2025-06-18 15:14:16.096
155,2025-06-18 15:14:16.416
156,2025-06-18 15:14:16.698
157,2025-06-18 15:14:16.947
158,2025-06-18 15:14:16.992
159,2025-06-18 15:14:17.285
160,2025-06-18 15:14:17.319
161,2025-06-18 15:14:17.612
162,2025-06-18 15:14:17.819
163,2025-06-18 15:14:17.878
164,2025-06-18 15:14:17.953
165,2025-06-18 15:14:18.068
166,2025-06-18 15:14:18.196
167,2025-06-18 15:14:18.304
168,2025-06-18 15:14:18.431
169,2025-06-18 15:14:18.556
170,2025-06-18 15:14:19.753
171,2025-06-18 15:14:19.972
172,2025-06-18 15:14:20.837
173,2025-06-18 15:14:21.091
174,2025-06-18 15:14:21.128
175,2025-06-18 15:14:21.195
176,2025-06-18 15:14:21.298
177,2025-06-18 15:14:21.404
178,2025-06-18 15:14:21.533
179,2025-06-18 15:14:21.872
180,2025-06-18 15:14:22.095
181,2025-06-18 15:14:22.131
182,2025-06-18 15:14:22.210
183,2025-06-18 15:14:22.522
184,2025-06-18 15:14:23.126
185,2025-06-18 15:14:23.326
186,2025-06-18 15:14:24.230
187,2025-06-18 15:14:24.276
188,2025-06-18 15:14:25.695
189,2025-06-18 15:14:26.298
190,2025-06-18 15:14:26.334
191,2025-06-18 15:14:26.417
192,2025-06-18 15:14:26.516
193,2025-06-18 15:14:26.632
194,2025-06-18 15:14:26.767
195,2025-06-18 15:14:26.883
196,2025-06-18 15:14:26.981
197,2025-06-18 15:14:27.074
198,2025-06-18 15:14:27.188
199,2025-06-18 15:14:27.296
200,2025-06-18 15:14:27.418
201,2025-06-18 15:14:27.524
202,2025-06-18 15:14:27.640
203,2025-06-18 15:14:27.776
204,2025-06-18 15:14:27.886
205,2025-06-18 15:14:28.000
206,2025-06-18 15:14:28.102
207,2025-06-18 15:14:28.225
208,2025-06-18 15:14:28.328
209,2025-06-18 15:14:28.464
210,2025-06-18 15:14:28.570
211,2025-06-18 15:14:28.688
212,2025-06-18 15:14:28.887
213,2025-06-18 15:14:29.518
214,2025-06-18 15:14:29.721
215,2025-06-18 15:14:29.769
216,2025-06-18 15:14:29.870
217,2025-06-18 15:14:29.993
218,2025-06-18 15:14:30.111
219,2025-06-18 15:14:30.212
220,2025-06-18 15:14:30.317
221,2025-06-18 15:14:30.436
222,2025-06-18 15:14:30.531
223,2025-06-18 15:14:30.630
224,2025-06-18 15:14:30.776
225,2025-06-18 15:14:30.901
226,2025-06-18 15:14:30.989
227,2025-06-18 15:14:31.095
228,2025-06-18 15:14:31.203
229,2025-06-18 15:14:31.297
230,2025-06-18 15:14:31.410
231,2025-06-18 15:14:31.523
232,2025-06-18 15:14:31.636
233,2025-06-18 15:14:31.777
234,2025-06-18 15:14:31.892
235,2025-06-18 15:14:32.001
236,2025-06-18 15:14:32.113
237,2025-06-18 15:14:32.221
238,2025-06-18 15:14:32.329
239,2025-06-18 15:14:32.440
240,2025-06-18 15:14:32.562
241,2025-06-18 15:14:32.674
242,2025-06-18 15:14:32.823
243,2025-06-18 15:14:32.975
244,2025-06-18 15:14:33.080
245,2025-06-18 15:14:33.187
246,2025-06-18 15:14:33.305
247,2025-06-18 15:14:33.391
248,2025-06-18 15:14:33.493
249,2025-06-18 15:14:33.605
250,2025-06-18 15:14:33.718
251,2025-06-18 15:14:33.872
252,2025-06-18 15:14:33.980
253,2025-06-18 15:14:34.083
254,2025-06-18 15:14:34.195
255,2025-06-18 15:14:34.299
256,2025-06-18 15:14:34.405
257,2025-06-18 15:14:34.519
258,2025-06-18 15:14:34.635
259,2025-06-18 15:14:34.742
260,2025-06-18 15:14:34.870
261,2025-06-18 15:14:34.983
