frame,timestamp
1,2025-06-18 15:13:55.657
2,2025-06-18 15:13:55.764
3,2025-06-18 15:13:55.858
4,2025-06-18 15:13:55.973
5,2025-06-18 15:13:56.058
6,2025-06-18 15:13:56.161
7,2025-06-18 15:13:56.262
8,2025-06-18 15:13:56.367
9,2025-06-18 15:13:56.461
10,2025-06-18 15:13:56.560
11,2025-06-18 15:13:56.662
12,2025-06-18 15:13:56.757
13,2025-06-18 15:13:56.855
14,2025-06-18 15:13:56.951
15,2025-06-18 15:13:57.055
16,2025-06-18 15:13:57.159
17,2025-06-18 15:13:57.263
18,2025-06-18 15:13:57.352
19,2025-06-18 15:13:57.457
20,2025-06-18 15:13:57.558
21,2025-06-18 15:13:57.659
22,2025-06-18 15:13:57.772
23,2025-06-18 15:13:57.864
24,2025-06-18 15:13:57.952
25,2025-06-18 15:13:58.064
26,2025-06-18 15:13:58.171
27,2025-06-18 15:13:58.254
28,2025-06-18 15:13:58.352
29,2025-06-18 15:13:58.454
30,2025-06-18 15:13:58.574
31,2025-06-18 15:13:58.655
32,2025-06-18 15:13:58.758
33,2025-06-18 15:13:58.856
34,2025-06-18 15:13:58.960
35,2025-06-18 15:13:59.061
36,2025-06-18 15:13:59.158
37,2025-06-18 15:13:59.266
38,2025-06-18 15:13:59.356
39,2025-06-18 15:13:59.486
40,2025-06-18 15:13:59.570
41,2025-06-18 15:13:59.653
42,2025-06-18 15:13:59.761
43,2025-06-18 15:13:59.858
44,2025-06-18 15:13:59.956
45,2025-06-18 15:14:00.073
46,2025-06-18 15:14:00.163
47,2025-06-18 15:14:00.257
48,2025-06-18 15:14:00.365
49,2025-06-18 15:14:00.467
50,2025-06-18 15:14:00.561
51,2025-06-18 15:14:00.654
52,2025-06-18 15:14:00.758
53,2025-06-18 15:14:00.872
54,2025-06-18 15:14:00.960
55,2025-06-18 15:14:01.052
56,2025-06-18 15:14:01.153
57,2025-06-18 15:14:01.255
58,2025-06-18 15:14:01.354
59,2025-06-18 15:14:01.456
60,2025-06-18 15:14:01.560
61,2025-06-18 15:14:01.656
62,2025-06-18 15:14:01.757
63,2025-06-18 15:14:01.861
64,2025-06-18 15:14:01.974
65,2025-06-18 15:14:02.077
66,2025-06-18 15:14:02.156
67,2025-06-18 15:14:02.261
68,2025-06-18 15:14:02.359
69,2025-06-18 15:14:02.461
70,2025-06-18 15:14:02.567
71,2025-06-18 15:14:02.651
72,2025-06-18 15:14:02.768
73,2025-06-18 15:14:02.863
74,2025-06-18 15:14:02.957
75,2025-06-18 15:14:03.054
76,2025-06-18 15:14:03.155
77,2025-06-18 15:14:03.259
78,2025-06-18 15:14:03.355
79,2025-06-18 15:14:03.467
80,2025-06-18 15:14:03.567
81,2025-06-18 15:14:03.657
82,2025-06-18 15:14:03.760
83,2025-06-18 15:14:03.861
84,2025-06-18 15:14:03.956
85,2025-06-18 15:14:04.058
86,2025-06-18 15:14:04.165
87,2025-06-18 15:14:04.258
88,2025-06-18 15:14:04.361
89,2025-06-18 15:14:04.464
90,2025-06-18 15:14:04.568
91,2025-06-18 15:14:04.654
92,2025-06-18 15:14:04.759
93,2025-06-18 15:14:04.859
94,2025-06-18 15:14:04.959
95,2025-06-18 15:14:05.058
96,2025-06-18 15:14:05.154
97,2025-06-18 15:14:05.255
98,2025-06-18 15:14:05.354
99,2025-06-18 15:14:05.459
100,2025-06-18 15:14:05.561
101,2025-06-18 15:14:05.660
102,2025-06-18 15:14:05.760
103,2025-06-18 15:14:05.864
104,2025-06-18 15:14:05.965
105,2025-06-18 15:14:06.076
106,2025-06-18 15:14:06.153
107,2025-06-18 15:14:06.252
108,2025-06-18 15:14:06.363
109,2025-06-18 15:14:06.455
110,2025-06-18 15:14:06.560
111,2025-06-18 15:14:06.670
112,2025-06-18 15:14:06.756
113,2025-06-18 15:14:06.863
114,2025-06-18 15:14:06.959
115,2025-06-18 15:14:07.058
116,2025-06-18 15:14:07.156
117,2025-06-18 15:14:07.256
118,2025-06-18 15:14:07.354
119,2025-06-18 15:14:07.454
120,2025-06-18 15:14:07.557
121,2025-06-18 15:14:07.659
122,2025-06-18 15:14:07.771
123,2025-06-18 15:14:07.860
124,2025-06-18 15:14:07.959
125,2025-06-18 15:14:08.052
126,2025-06-18 15:14:08.153
127,2025-06-18 15:14:08.261
128,2025-06-18 15:14:08.396
129,2025-06-18 15:14:08.457
130,2025-06-18 15:14:08.558
131,2025-06-18 15:14:08.653
132,2025-06-18 15:14:08.761
133,2025-06-18 15:14:08.862
134,2025-06-18 15:14:08.972
135,2025-06-18 15:14:09.060
136,2025-06-18 15:14:09.156
137,2025-06-18 15:14:09.266
138,2025-06-18 15:14:09.365
139,2025-06-18 15:14:09.468
140,2025-06-18 15:14:09.560
141,2025-06-18 15:14:09.667
142,2025-06-18 15:14:09.770
143,2025-06-18 15:14:09.859
144,2025-06-18 15:14:09.953
145,2025-06-18 15:14:10.060
146,2025-06-18 15:14:10.153
147,2025-06-18 15:14:10.256
148,2025-06-18 15:14:10.357
149,2025-06-18 15:14:10.454
150,2025-06-18 15:14:10.563
151,2025-06-18 15:14:10.656
152,2025-06-18 15:14:10.759
153,2025-06-18 15:14:10.853
154,2025-06-18 15:14:10.955
155,2025-06-18 15:14:11.051
156,2025-06-18 15:14:11.155
157,2025-06-18 15:14:11.259
158,2025-06-18 15:14:11.355
159,2025-06-18 15:14:11.455
160,2025-06-18 15:14:11.565
161,2025-06-18 15:14:11.666
162,2025-06-18 15:14:11.762
163,2025-06-18 15:14:11.864
164,2025-06-18 15:14:11.960
165,2025-06-18 15:14:12.063
166,2025-06-18 15:14:12.162
167,2025-06-18 15:14:12.291
168,2025-06-18 15:14:12.361
169,2025-06-18 15:14:12.457
170,2025-06-18 15:14:12.557
171,2025-06-18 15:14:12.668
172,2025-06-18 15:14:12.763
173,2025-06-18 15:14:12.862
174,2025-06-18 15:14:12.956
175,2025-06-18 15:14:13.052
176,2025-06-18 15:14:13.155
177,2025-06-18 15:14:13.256
178,2025-06-18 15:14:13.358
179,2025-06-18 15:14:13.463
180,2025-06-18 15:14:13.560
181,2025-06-18 15:14:13.657
182,2025-06-18 15:14:13.755
183,2025-06-18 15:14:13.857
184,2025-06-18 15:14:13.970
185,2025-06-18 15:14:14.061
186,2025-06-18 15:14:14.164
187,2025-06-18 15:14:14.262
188,2025-06-18 15:14:14.360
189,2025-06-18 15:14:14.457
190,2025-06-18 15:14:14.558
191,2025-06-18 15:14:14.657
192,2025-06-18 15:14:14.775
193,2025-06-18 15:14:14.873
194,2025-06-18 15:14:14.976
195,2025-06-18 15:14:15.059
196,2025-06-18 15:14:15.165
197,2025-06-18 15:14:15.261
198,2025-06-18 15:14:15.354
199,2025-06-18 15:14:15.454
200,2025-06-18 15:14:15.556
201,2025-06-18 15:14:15.662
202,2025-06-18 15:14:15.759
203,2025-06-18 15:14:15.881
204,2025-06-18 15:14:15.961
205,2025-06-18 15:14:16.069
206,2025-06-18 15:14:16.154
207,2025-06-18 15:14:16.258
208,2025-06-18 15:14:16.383
209,2025-06-18 15:14:16.456
210,2025-06-18 15:14:16.555
211,2025-06-18 15:14:16.663
212,2025-06-18 15:14:16.757
213,2025-06-18 15:14:16.859
214,2025-06-18 15:14:16.993
215,2025-06-18 15:14:17.057
216,2025-06-18 15:14:17.156
217,2025-06-18 15:14:17.255
218,2025-06-18 15:14:17.359
219,2025-06-18 15:14:17.456
220,2025-06-18 15:14:17.557
221,2025-06-18 15:14:17.660
222,2025-06-18 15:14:17.761
223,2025-06-18 15:14:17.877
224,2025-06-18 15:14:17.983
225,2025-06-18 15:14:18.068
226,2025-06-18 15:14:18.154
227,2025-06-18 15:14:18.257
228,2025-06-18 15:14:18.357
229,2025-06-18 15:14:18.466
230,2025-06-18 15:14:18.562
231,2025-06-18 15:14:18.657
232,2025-06-18 15:14:18.762
233,2025-06-18 15:14:18.887
234,2025-06-18 15:14:18.963
235,2025-06-18 15:14:19.058
236,2025-06-18 15:14:19.155
237,2025-06-18 15:14:19.258
238,2025-06-18 15:14:19.353
239,2025-06-18 15:14:19.458
240,2025-06-18 15:14:19.556
241,2025-06-18 15:14:19.663
242,2025-06-18 15:14:19.756
243,2025-06-18 15:14:19.856
244,2025-06-18 15:14:19.964
245,2025-06-18 15:14:20.056
246,2025-06-18 15:14:20.159
247,2025-06-18 15:14:20.257
248,2025-06-18 15:14:20.354
249,2025-06-18 15:14:20.453
250,2025-06-18 15:14:20.581
251,2025-06-18 15:14:20.673
252,2025-06-18 15:14:20.759
253,2025-06-18 15:14:20.868
254,2025-06-18 15:14:20.961
255,2025-06-18 15:14:21.060
256,2025-06-18 15:14:21.159
257,2025-06-18 15:14:21.257
258,2025-06-18 15:14:21.360
259,2025-06-18 15:14:21.460
260,2025-06-18 15:14:21.559
261,2025-06-18 15:14:21.663
262,2025-06-18 15:14:21.763
263,2025-06-18 15:14:21.872
264,2025-06-18 15:14:21.962
265,2025-06-18 15:14:22.057
266,2025-06-18 15:14:22.156
267,2025-06-18 15:14:22.259
268,2025-06-18 15:14:22.355
269,2025-06-18 15:14:22.457
270,2025-06-18 15:14:22.554
271,2025-06-18 15:14:22.656
272,2025-06-18 15:14:22.755
273,2025-06-18 15:14:22.858
274,2025-06-18 15:14:22.958
275,2025-06-18 15:14:23.056
276,2025-06-18 15:14:23.157
277,2025-06-18 15:14:23.255
278,2025-06-18 15:14:23.361
279,2025-06-18 15:14:23.462
280,2025-06-18 15:14:23.557
281,2025-06-18 15:14:23.656
282,2025-06-18 15:14:23.757
283,2025-06-18 15:14:23.862
284,2025-06-18 15:14:23.970
285,2025-06-18 15:14:24.058
286,2025-06-18 15:14:24.168
287,2025-06-18 15:14:24.273
288,2025-06-18 15:14:24.358
289,2025-06-18 15:14:24.459
290,2025-06-18 15:14:24.558
291,2025-06-18 15:14:24.670
292,2025-06-18 15:14:24.756
293,2025-06-18 15:14:24.863
294,2025-06-18 15:14:24.961
295,2025-06-18 15:14:25.068
296,2025-06-18 15:14:25.160
297,2025-06-18 15:14:25.263
298,2025-06-18 15:14:25.360
299,2025-06-18 15:14:25.455
300,2025-06-18 15:14:25.556
301,2025-06-18 15:14:25.653
302,2025-06-18 15:14:25.765
303,2025-06-18 15:14:25.862
304,2025-06-18 15:14:25.957
305,2025-06-18 15:14:26.056
306,2025-06-18 15:14:26.154
307,2025-06-18 15:14:26.257
308,2025-06-18 15:14:26.368
309,2025-06-18 15:14:26.458
310,2025-06-18 15:14:26.560
311,2025-06-18 15:14:26.660
312,2025-06-18 15:14:26.771
313,2025-06-18 15:14:26.878
314,2025-06-18 15:14:26.980
315,2025-06-18 15:14:27.067
316,2025-06-18 15:14:27.159
317,2025-06-18 15:14:27.262
318,2025-06-18 15:14:27.360
319,2025-06-18 15:14:27.460
320,2025-06-18 15:14:27.559
321,2025-06-18 15:14:27.671
322,2025-06-18 15:14:27.776
323,2025-06-18 15:14:27.883
324,2025-06-18 15:14:27.969
325,2025-06-18 15:14:28.059
326,2025-06-18 15:14:28.159
327,2025-06-18 15:14:28.262
328,2025-06-18 15:14:28.360
329,2025-06-18 15:14:28.471
330,2025-06-18 15:14:28.569
331,2025-06-18 15:14:28.660
332,2025-06-18 15:14:28.789
333,2025-06-18 15:14:28.884
334,2025-06-18 15:14:28.965
335,2025-06-18 15:14:29.063
336,2025-06-18 15:14:29.158
337,2025-06-18 15:14:29.261
338,2025-06-18 15:14:29.361
339,2025-06-18 15:14:29.454
340,2025-06-18 15:14:29.562
341,2025-06-18 15:14:29.661
342,2025-06-18 15:14:29.771
343,2025-06-18 15:14:29.871
344,2025-06-18 15:14:29.965
345,2025-06-18 15:14:30.062
346,2025-06-18 15:14:30.156
