timestamp_ms,x,y,z,w,p,r
2025-06-19 15:06:16.367,158.04,29.14,97.80,180.00,-53.06,158.04
2025-06-19 15:06:16.500,158.05,29.14,97.80,180.00,-53.06,158.06
2025-06-19 15:06:16.632,158.14,29.11,97.86,180.00,-53.03,158.15
2025-06-19 15:06:16.764,158.33,29.03,97.99,180.00,-52.98,158.33
2025-06-19 15:06:16.897,158.98,28.77,98.42,180.00,-52.81,158.98
2025-06-19 15:06:17.029,159.44,28.59,98.71,180.00,-52.70,159.44
2025-06-19 15:06:17.162,160.00,28.38,99.06,180.00,-52.56,160.00
2025-06-19 15:06:17.295,160.62,28.16,99.42,180.00,-52.42,160.62
2025-06-19 15:06:17.428,161.88,27.73,100.13,180.00,-52.14,161.89
2025-06-19 15:06:17.560,162.52,27.53,100.46,180.00,-52.01,162.53
2025-06-19 15:06:17.698,163.17,27.33,100.78,180.00,-51.89,163.17
2025-06-19 15:06:17.824,164.48,26.96,101.38,180.00,-51.66,164.48
2025-06-19 15:06:17.956,165.13,26.79,101.66,180.00,-51.55,165.14
2025-06-19 15:06:18.100,165.80,26.63,101.93,180.00,-51.45,165.80
2025-06-19 15:06:18.227,167.14,26.32,102.42,180.00,-51.26,167.15
2025-06-19 15:06:18.354,167.82,26.18,102.65,180.00,-51.17,167.82
2025-06-19 15:06:18.507,168.50,26.05,102.87,180.00,-51.08,168.51
2025-06-19 15:06:18.635,169.88,25.80,103.27,180.00,-50.93,169.88
2025-06-19 15:06:18.757,170.57,25.69,103.45,180.00,-50.87,170.58
2025-06-19 15:06:18.888,171.27,25.58,103.61,180.00,-50.80,171.27
2025-06-19 15:06:19.023,172.67,25.40,103.90,180.00,-50.70,172.67
2025-06-19 15:06:19.150,173.38,25.32,104.03,180.00,-50.65,173.38
2025-06-19 15:06:19.282,174.08,25.25,104.14,180.00,-50.60,174.09
2025-06-19 15:06:19.416,175.51,25.13,104.33,180.00,-50.53,175.51
2025-06-19 15:06:19.547,176.22,25.09,104.41,180.00,-50.51,176.22
2025-06-19 15:06:19.687,176.94,25.05,104.47,180.00,-50.48,176.94
2025-06-19 15:06:19.815,178.38,24.99,104.55,180.00,-50.45,178.38
2025-06-19 15:06:19.944,179.09,24.98,104.58,180.00,-50.44,179.10
2025-06-19 15:06:20.077,179.81,24.97,104.59,180.00,-50.44,179.82
2025-06-19 15:06:20.214,181.26,24.97,104.58,180.00,-50.44,181.26
2025-06-19 15:06:20.342,181.98,24.99,104.54,180.00,-50.46,181.98
2025-06-19 15:06:20.474,182.70,25.02,104.50,180.00,-50.48,182.71
2025-06-19 15:06:20.609,184.14,25.11,104.37,180.00,-50.52,184.15
2025-06-19 15:06:20.740,184.86,25.16,104.29,180.00,-50.55,184.87
2025-06-19 15:06:20.873,185.59,25.22,104.19,180.00,-50.59,185.59
2025-06-19 15:06:21.023,187.01,25.37,103.96,180.00,-50.67,187.01
2025-06-19 15:06:21.138,187.65,25.44,103.84,180.00,-50.72,187.65
2025-06-19 15:06:21.271,188.19,25.51,103.73,180.00,-50.76,188.19
2025-06-19 15:06:21.405,188.93,25.61,103.57,180.00,-50.82,188.93
2025-06-19 15:06:21.535,189.14,25.64,103.52,180.00,-50.84,189.14
2025-06-19 15:06:21.668,189.25,25.66,103.49,180.00,-50.85,189.25
2025-06-19 15:06:21.800,189.27,25.66,103.48,180.00,-50.86,189.27
2025-06-19 15:06:21.939,189.27,25.66,103.48,180.00,-50.86,189.27
2025-06-19 15:06:22.066,189.30,25.66,103.48,180.00,-50.85,189.30
2025-06-19 15:06:22.198,189.67,25.71,103.42,180.00,-50.88,189.68
2025-06-19 15:06:22.330,190.02,25.75,103.35,180.00,-50.90,190.02
2025-06-19 15:06:22.463,190.47,25.81,103.27,180.00,-50.92,190.47
2025-06-19 15:06:22.597,191.03,25.89,103.15,180.00,-50.96,191.03
2025-06-19 15:06:22.727,192.38,26.10,102.83,180.00,-51.07,192.39
2025-06-19 15:06:22.860,193.08,26.22,102.65,180.00,-51.13,193.09
2025-06-19 15:06:22.993,193.78,26.35,102.45,180.00,-51.20,193.79
2025-06-19 15:06:23.127,195.17,26.63,102.02,180.00,-51.35,195.17
2025-06-19 15:06:23.259,195.82,26.77,101.80,180.00,-51.42,195.82
2025-06-19 15:06:23.394,196.38,26.90,101.60,180.00,-51.49,196.38
2025-06-19 15:06:23.529,197.17,27.09,101.30,180.00,-51.60,197.17
2025-06-19 15:06:23.656,197.42,27.16,101.21,180.00,-51.64,197.42
2025-06-19 15:06:23.798,197.56,27.19,101.15,180.00,-51.66,197.56
2025-06-19 15:06:23.921,197.61,27.21,101.13,180.00,-51.67,197.61
2025-06-19 15:06:24.054,197.61,27.21,101.13,180.00,-51.67,197.61
2025-06-19 15:06:24.197,197.61,27.22,101.13,180.00,-51.64,197.61
2025-06-19 15:06:24.320,197.61,27.47,101.27,180.00,-51.25,197.61
2025-06-19 15:06:24.451,197.60,27.72,101.40,180.00,-50.87,197.61
2025-06-19 15:06:24.585,197.60,28.05,101.57,180.00,-50.37,197.60
2025-06-19 15:06:24.717,197.60,28.96,102.01,180.00,-49.03,197.60
2025-06-19 15:06:24.849,197.60,29.51,102.25,180.00,-48.25,197.60
2025-06-19 15:06:24.982,197.60,30.07,102.47,180.00,-47.46,197.60
2025-06-19 15:06:25.116,197.60,31.22,102.89,180.00,-45.89,197.60
2025-06-19 15:06:25.249,197.60,31.81,103.08,180.00,-45.11,197.60
2025-06-19 15:06:25.379,197.60,32.40,103.26,180.00,-44.34,197.60
2025-06-19 15:06:25.516,197.60,33.62,103.57,180.00,-42.81,197.60
2025-06-19 15:06:25.643,197.60,34.25,103.71,180.00,-42.05,197.60
2025-06-19 15:06:25.777,197.60,34.88,103.83,180.00,-41.30,197.60
2025-06-19 15:06:25.916,197.60,36.16,104.04,180.00,-39.81,197.60
2025-06-19 15:06:26.041,197.60,36.81,104.12,180.00,-39.07,197.60
2025-06-19 15:06:26.184,197.60,37.47,104.19,180.00,-38.34,197.60
2025-06-19 15:06:26.309,197.60,38.80,104.30,180.00,-36.90,197.60
2025-06-19 15:06:26.439,197.60,39.48,104.33,180.00,-36.19,197.60
2025-06-19 15:06:26.571,197.60,40.17,104.35,180.00,-35.48,197.60
2025-06-19 15:06:26.711,197.60,41.55,104.36,180.00,-34.10,197.60
2025-06-19 15:06:26.837,197.60,42.26,104.34,180.00,-33.42,197.60
2025-06-19 15:06:26.969,197.60,42.96,104.31,180.00,-32.74,197.60
2025-06-19 15:06:27.110,197.60,44.40,104.20,180.00,-31.42,197.60
