frame,timestamp
1,2025-06-20 14:40:03.945
2,2025-06-20 14:40:04.038
3,2025-06-20 14:40:04.136
4,2025-06-20 14:40:04.247
5,2025-06-20 14:40:04.338
6,2025-06-20 14:40:04.445
7,2025-06-20 14:40:04.548
8,2025-06-20 14:40:04.632
9,2025-06-20 14:40:04.733
10,2025-06-20 14:40:04.835
11,2025-06-20 14:40:04.947
12,2025-06-20 14:40:05.035
13,2025-06-20 14:40:05.140
14,2025-06-20 14:40:05.243
15,2025-06-20 14:40:05.339
16,2025-06-20 14:40:05.436
17,2025-06-20 14:40:05.534
18,2025-06-20 14:40:05.645
19,2025-06-20 14:40:05.735
20,2025-06-20 14:40:05.836
21,2025-06-20 14:40:05.937
22,2025-06-20 14:40:06.033
23,2025-06-20 14:40:06.136
24,2025-06-20 14:40:06.249
25,2025-06-20 14:40:06.337
26,2025-06-20 14:40:06.438
27,2025-06-20 14:40:06.535
28,2025-06-20 14:40:06.636
29,2025-06-20 14:40:06.745
30,2025-06-20 14:40:06.837
31,2025-06-20 14:40:06.935
32,2025-06-20 14:40:07.054
33,2025-06-20 14:40:07.149
34,2025-06-20 14:40:07.244
35,2025-06-20 14:40:07.335
36,2025-06-20 14:40:07.441
37,2025-06-20 14:40:07.532
38,2025-06-20 14:40:07.642
39,2025-06-20 14:40:07.732
40,2025-06-20 14:40:07.833
41,2025-06-20 14:40:07.934
42,2025-06-20 14:40:08.036
43,2025-06-20 14:40:08.131
44,2025-06-20 14:40:08.234
45,2025-06-20 14:40:08.350
46,2025-06-20 14:40:08.445
47,2025-06-20 14:40:08.544
48,2025-06-20 14:40:08.644
49,2025-06-20 14:40:08.764
50,2025-06-20 14:40:08.837
51,2025-06-20 14:40:08.940
52,2025-06-20 14:40:09.034
53,2025-06-20 14:40:09.135
54,2025-06-20 14:40:09.231
55,2025-06-20 14:40:09.334
56,2025-06-20 14:40:09.438
57,2025-06-20 14:40:09.543
58,2025-06-20 14:40:09.652
59,2025-06-20 14:40:09.740
60,2025-06-20 14:40:09.835
61,2025-06-20 14:40:09.933
62,2025-06-20 14:40:10.034
63,2025-06-20 14:40:10.135
64,2025-06-20 14:40:10.232
65,2025-06-20 14:40:10.338
66,2025-06-20 14:40:10.449
67,2025-06-20 14:40:10.546
68,2025-06-20 14:40:10.649
69,2025-06-20 14:40:10.737
70,2025-06-20 14:40:10.838
71,2025-06-20 14:40:10.934
72,2025-06-20 14:40:11.041
73,2025-06-20 14:40:11.135
74,2025-06-20 14:40:11.231
75,2025-06-20 14:40:11.337
76,2025-06-20 14:40:11.436
77,2025-06-20 14:40:11.528
78,2025-06-20 14:40:11.647
79,2025-06-20 14:40:11.755
80,2025-06-20 14:40:11.847
81,2025-06-20 14:40:11.939
82,2025-06-20 14:40:12.047
83,2025-06-20 14:40:12.134
84,2025-06-20 14:40:12.248
85,2025-06-20 14:40:12.341
86,2025-06-20 14:40:12.438
87,2025-06-20 14:40:12.534
88,2025-06-20 14:40:12.635
89,2025-06-20 14:40:12.729
90,2025-06-20 14:40:12.835
91,2025-06-20 14:40:12.941
92,2025-06-20 14:40:13.041
93,2025-06-20 14:40:13.141
94,2025-06-20 14:40:13.255
95,2025-06-20 14:40:13.338
96,2025-06-20 14:40:13.438
97,2025-06-20 14:40:13.536
98,2025-06-20 14:40:13.637
99,2025-06-20 14:40:13.743
100,2025-06-20 14:40:13.845
101,2025-06-20 14:40:13.956
102,2025-06-20 14:40:14.032
103,2025-06-20 14:40:14.152
104,2025-06-20 14:40:14.232
105,2025-06-20 14:40:14.353
106,2025-06-20 14:40:14.452
107,2025-06-20 14:40:14.536
108,2025-06-20 14:40:14.643
109,2025-06-20 14:40:14.734
110,2025-06-20 14:40:14.836
111,2025-06-20 14:40:14.936
112,2025-06-20 14:40:15.033
113,2025-06-20 14:40:15.136
114,2025-06-20 14:40:15.232
115,2025-06-20 14:40:15.336
116,2025-06-20 14:40:15.449
117,2025-06-20 14:40:15.550
118,2025-06-20 14:40:15.653
119,2025-06-20 14:40:15.753
120,2025-06-20 14:40:15.838
121,2025-06-20 14:40:15.940
122,2025-06-20 14:40:16.043
123,2025-06-20 14:40:16.148
124,2025-06-20 14:40:16.231
125,2025-06-20 14:40:16.333
126,2025-06-20 14:40:16.436
127,2025-06-20 14:40:16.547
128,2025-06-20 14:40:16.642
129,2025-06-20 14:40:16.741
130,2025-06-20 14:40:16.842
131,2025-06-20 14:40:16.952
132,2025-06-20 14:40:17.046
133,2025-06-20 14:40:17.147
134,2025-06-20 14:40:17.244
135,2025-06-20 14:40:17.334
136,2025-06-20 14:40:17.444
137,2025-06-20 14:40:17.530
138,2025-06-20 14:40:17.636
139,2025-06-20 14:40:17.736
140,2025-06-20 14:40:17.846
141,2025-06-20 14:40:17.935
142,2025-06-20 14:40:18.037
143,2025-06-20 14:40:18.150
144,2025-06-20 14:40:18.242
145,2025-06-20 14:40:18.344
146,2025-06-20 14:40:18.450
147,2025-06-20 14:40:18.537
148,2025-06-20 14:40:18.630
149,2025-06-20 14:40:18.736
150,2025-06-20 14:40:18.835
151,2025-06-20 14:40:18.937
152,2025-06-20 14:40:19.035
153,2025-06-20 14:40:19.136
154,2025-06-20 14:40:19.248
155,2025-06-20 14:40:19.344
156,2025-06-20 14:40:19.444
157,2025-06-20 14:40:19.547
158,2025-06-20 14:40:19.661
159,2025-06-20 14:40:19.736
160,2025-06-20 14:40:19.837
161,2025-06-20 14:40:19.928
162,2025-06-20 14:40:20.040
163,2025-06-20 14:40:20.135
164,2025-06-20 14:40:20.269
165,2025-06-20 14:40:20.338
166,2025-06-20 14:40:20.438
167,2025-06-20 14:40:20.537
168,2025-06-20 14:40:20.638
169,2025-06-20 14:40:20.736
170,2025-06-20 14:40:20.855
171,2025-06-20 14:40:20.949
172,2025-06-20 14:40:21.037
173,2025-06-20 14:40:21.141
174,2025-06-20 14:40:21.244
175,2025-06-20 14:40:21.337
176,2025-06-20 14:40:21.438
177,2025-06-20 14:40:21.538
178,2025-06-20 14:40:21.638
179,2025-06-20 14:40:21.746
180,2025-06-20 14:40:21.838
181,2025-06-20 14:40:21.936
182,2025-06-20 14:40:22.035
183,2025-06-20 14:40:22.139
184,2025-06-20 14:40:22.231
185,2025-06-20 14:40:22.336
186,2025-06-20 14:40:22.438
187,2025-06-20 14:40:22.540
188,2025-06-20 14:40:22.645
189,2025-06-20 14:40:22.742
190,2025-06-20 14:40:22.846
191,2025-06-20 14:40:22.935
192,2025-06-20 14:40:23.042
193,2025-06-20 14:40:23.137
194,2025-06-20 14:40:23.235
